Page path and screen class,Region,Views,Users,New users,Views per user,Average engagement time,Unique user scrolls,Event count,Conversions,Total revenue
/queer009,Metro Manila,3,1,0,3,43,0,11,0,0
/sexuality101,Pichincha,1,1,0,1,43,0,6,0,0
/stigma003,Wyoming,1,1,0,1,43,0,2,0,0
/stigma009,Maryland,2,2,1,1,43,0,8,0,0
/stress003,Maryland,3,3,2,1,43,0,19,0,0
/stress005,Connecticut,1,1,0,1,43,0,11,0,0
/stress006,New Jersey,9,6,5,1.5,43,0,51,0,0
/stress007,Montana,4,1,0,4,43,0,15,0,0
/whoyouare,Veracruz,1,1,0,1,43,0,3,0,0
/about,Illinois,90,74,51,1.2162162162162200,42.945945945945900,0,455,0,0
/saferbrowsing,Arizona,20,19,4,1.0526315789473700,42.68421052631580,0,100,0,0
/gender004,Baden-Wurttemberg,2,3,0,0.6666666666666670,42.666666666666700,0,13,0,0
/pronouns101,South Carolina,6,6,1,1,42.666666666666700,0,28,0,0
/queerness,Hessen,4,3,1,1.3333333333333300,42.666666666666700,0,18,0,0
/stigma,(not set),32,20,12,1.6,42.6,0,130,0,0
/stress007,Michigan,5,5,0,1,42.6,0,31,0,0
/gender101,South Dakota,2,2,0,1,42.5,0,5,0,0
/pronouns101,Queensland,2,2,0,1,42.5,0,8,0,0
/stigma007,Ontario,2,2,0,1,42.5,0,8,0,0
/stress001,Auckland,3,2,1,1.5,42.5,0,21,0,0
/saferbrowsing,Alabama,11,11,1,1,42.36363636363640,0,51,0,0
/queer007,Illinois,6,6,3,1,42.333333333333300,0,35,0,0
/stress006,California,77,54,11,1.4259259259259300,42.333333333333300,0,400,0,0
/gender003,Massachusetts,12,10,1,1.2,42.3,0,53,0,0
/stigma003,California,41,40,3,1.025,42.3,0,185,0,0
/gender005,Virginia,11,10,1,1.1,42.2,0,38,0,0
/,Greater Accra Region,3,2,1,1.5,42,0,13,0,0
/about,Hessen,2,3,1,0.6666666666666670,42,0,13,0,0
/crisis-resources,New Mexico,4,3,1,1.3333333333333300,42,0,21,0,0
/faq,New Mexico,2,2,2,1,42,0,12,0,0
/faq,Rhode Island,1,1,0,1,42,0,4,0,0
/gender004,Skane County,1,1,0,1,42,0,4,0,0
/gender007,Queensland,1,1,0,1,42,0,4,0,0
/gender009,Maine,5,3,0,1.6666666666666700,42,0,12,0,0
/gender101,Podkarpackie Voivodeship,1,1,0,1,42,0,7,0,0
/pronouns101,Porto District,0,1,0,0,42,0,4,0,0
/pronouns101,Utrecht,1,1,0,1,42,0,5,0,0
/queer004,Nevada,2,2,2,1,42,0,10,0,0
/queer007,Montana,1,1,1,1,42,0,8,0,0
/queer008,Central Java,2,1,0,2,42,0,6,0,0
/sexuality101,South Australia,2,2,0,1,42,0,10,0,0
/spreadtheword,Quebec,3,3,1,1,42,0,17,0,0
/stress,Plzen Region,2,1,0,2,42,0,7,0,0
/stress002,Puebla,2,2,2,1,42,0,11,0,0
/stress003,Louisiana,1,1,0,1,42,0,7,0,0
/stress003,Missouri,1,1,0,1,42,0,5,0,0
/stress007,(not set),2,2,1,1,42,0,14,0,0
/stress007,New Hampshire,2,2,1,1,42,0,9,0,0
/stress010,Alberta,1,1,0,1,42,0,4,0,0
/gender,Hessen,7,6,3,1.1666666666666700,41.833333333333300,0,31,0,0
/stress001,West Virginia,8,5,1,1.6,41.8,0,38,0,0
/stress,Alabama,49,38,10,1.2894736842105300,41.71052631578950,0,198,0,0
/stress011,Ontario,5,5,1,1,41.6,0,22,0,0
/crisis-resources,Georgia,23,21,9,1.0952380952381000,41.57142857142860,0,103,0,0
/gender006,Oklahoma,7,4,0,1.75,41.5,0,22,0,0
/queer004,Queensland,2,2,0,1,41.5,0,9,0,0
/stress006,Ontario,9,8,2,1.125,41.5,0,32,0,0
/crisis-resources,Kentucky,6,3,1,2,41.333333333333300,0,27,0,0
/queer005,Oregon,6,6,0,1,41.333333333333300,0,26,0,0
/stress008,Texas,7,6,0,1.1666666666666700,41.333333333333300,0,25,0,0
/faq,Arizona,10,7,1,1.4285714285714300,41.285714285714300,0,53,0,0
/gender005,Florida,9,8,1,1.125,41.25,0,38,0,0
/stress002,England,11,8,1,1.375,41.125,0,53,0,0
/queer005,California,24,21,3,1.1428571428571400,41.095238095238100,0,108,0,0
/sexuality101,New Jersey,13,13,7,1,41.07692307692310,0,69,0,0
/gender,Federal District,1,1,0,1,41,0,5,0,0
/gender,Greater Accra Region,1,1,0,1,41,0,6,0,0
/gender,Viana do Castelo District,1,1,0,1,41,0,5,0,0
/gender001,Amman Governorate,5,2,0,2.5,41,0,21,0,0
/gender001,Wyoming,2,2,0,1,41,0,10,0,0
/gender003,Araucania,1,1,0,1,41,0,2,0,0
/gender006,Araucania,1,1,1,1,41,0,7,0,0
/poster,Quebec,1,1,0,1,41,0,3,0,0
/queer002,New Mexico,1,1,0,1,41,0,5,0,0
/queer004,Porto District,1,1,1,1,41,0,7,0,0
/queer004,Telangana,1,1,0,1,41,0,6,0,0
/queer007,Alabama,1,1,0,1,41,0,20,0,0
/queer008,Metro Manila,3,2,0,1.5,41,0,13,0,0
/saferbrowsing,Idaho,2,2,1,1,41,0,11,0,0
/sexuality101,Buenos Aires Province,1,1,0,1,41,0,6,0,0
/sexuality101,Newfoundland and Labrador,1,1,0,1,41,0,11,0,0
/spreadtheword,Western Cape,1,1,1,1,41,0,8,0,0
/stigma006,Missouri,2,2,0,1,41,0,6,0,0
/stigma007,Addis Ababa,1,1,0,1,41,0,5,0,0
/stigma007,Capital Region of Denmark,1,1,0,1,41,0,3,0,0
/stigma009,Florida,2,2,0,1,41,0,19,0,0
/stress001,(not set),7,2,0,3.5,41,0,26,0,0
/gender007,Ohio,7,7,3,1,40.714285714285700,0,37,0,0
/faq,Ontario,4,3,0,1.3333333333333300,40.666666666666700,0,20,0,0
/queer007,North Carolina,3,3,1,1,40.666666666666700,0,20,0,0
/spreadtheword,Massachusetts,20,17,12,1.1764705882352900,40.64705882352940,0,104,0,0
/saferbrowsing,New Jersey,15,14,7,1.0714285714285700,40.642857142857100,0,56,0,0
/queer002,Ontario,28,16,7,1.75,40.5625,0,108,0,0
/saferbrowsing,Ontario,15,16,4,0.9375,40.5625,0,87,0,0
/gender,Budapest,3,2,0,1.5,40.5,0,10,0,0
/queer004,Kentucky,2,2,1,1,40.5,0,9,0,0
/queer005,New Mexico,2,2,1,1,40.5,0,9,0,0
/stress012,Oregon,2,2,0,1,40.5,0,10,0,0
/about,Pennsylvania,41,33,17,1.2424242424242400,40.45454545454550,0,211,0,0
/gender,Hawaii,8,7,2,1.1428571428571400,40.42857142857140,0,33,0,0
/gender101,Quebec,4,3,1,1.3333333333333300,40.333333333333300,0,21,0,0
/sexuality101,Madrid,1,3,0,0.3333333333333330,40.333333333333300,0,12,0,0
/queerness,Alberta,27,28,12,0.9642857142857140,40.32142857142860,0,136,0,0
/gender005,Illinois,19,19,2,1,40.31578947368420,0,84,0,0
/cookiepolicy,New York,21,15,12,1.4,40.2,0,111,0,0
/stigma003,Ontario,6,5,0,1.2,40.2,0,30,0,0
/,Bihar,1,1,1,1,40,0,7,0,0
/about,Louisiana,1,1,1,1,40,0,8,0,0
/about,Vilnius County,1,1,0,1,40,0,2,0,0
/gender001,Santa Cruz Department,1,1,0,1,40,0,3,0,0
/gender005,Arkansas,1,1,1,1,40,0,7,0,0
/gender101,Timis County,1,1,1,1,40,0,6,0,0
/mental-health-resources,North Carolina,10,9,1,1.1111111111111100,40,0,54,0,0
/pronouns101,Campania,1,1,1,1,40,0,6,0,0
/queer002,Alberta,4,2,0,2,40,0,14,0,0
/queer003,Metro Manila,6,3,0,2,40,0,21,0,0
/queer005,Central Java,2,1,0,2,40,0,6,0,0
/queer008,Alberta,1,1,0,1,40,0,5,0,0
/research,New Jersey,1,1,1,1,40,0,8,0,0
/saferbrowsing,Chittagong Division,1,1,0,1,40,0,6,0,0
/saferbrowsing,Nebraska,6,5,3,1.2,40,0,30,0,0
/stigma001,Vermont,1,1,0,1,40,0,5,0,0
/stigma005,British Columbia,1,1,0,1,40,0,5,0,0
/stress,Burgas,2,1,0,2,40,0,5,0,0
/stress,Riyadh Province,1,1,0,1,40,0,2,0,0
/stress003,Telangana,1,1,0,1,40,0,5,0,0
/stress013,Washington,4,2,0,2,40,0,23,0,0
/mental-health-resources,Pennsylvania,23,18,3,1.2777777777777800,39.77777777777780,0,109,0,0
/queer002,Florida,11,12,0,0.9166666666666670,39.666666666666700,0,68,0,0
/stress012,California,12,10,0,1.2,39.6,0,64,0,0
/,South Sulawesi,2,2,1,1,39.5,0,11,0,0
/gender004,Queensland,2,2,0,1,39.5,0,9,0,0
/gender007,Indiana,2,2,0,1,39.5,0,10,0,0
/mental-health-resources,Oklahoma,4,4,0,1,39.5,0,20,0,0
/stress009,Virginia,2,2,0,1,39.5,0,10,0,0
/research,New York,11,7,5,1.5714285714285700,39.42857142857140,0,52,0,0
/stress009,Illinois,5,3,0,1.6666666666666700,39.333333333333300,0,22,0,0
/stress005,Maryland,4,4,1,1,39.25,0,20,0,0
/queerness,Rhode Island,28,10,4,2.8,39.2,0,114,0,0
/spreadtheword,Tennessee,14,11,7,1.2727272727272700,39.18181818181820,0,76,0,0
/stress003,California,81,66,18,1.2272727272727300,39.121212121212100,0,507,0,0
/about,Ljubljana,2,1,0,2,39,0,11,0,0
/faq,North District,1,1,0,1,39,0,6,0,0
/gender,Istanbul,2,1,0,2,39,0,9,0,0
/gender004,Shumen Province,1,1,0,1,39,0,4,0,0
/lgbt-center-locator,Western Australia,1,1,1,1,39,0,8,0,0
/queer001,Jakarta,1,1,0,1,39,0,3,0,0
/queer001,Saskatchewan,1,1,0,1,39,0,6,0,0
/queer008,Shumen Province,1,1,0,1,39,0,4,0,0
/sexuality101,Harju County,1,1,0,1,39,0,4,0,0
/stigma,Hauts-de-France,1,1,0,1,39,0,6,0,0
/stigma003,Nairobi County,1,1,0,1,39,0,5,0,0
/stress001,New Brunswick,1,1,1,1,39,0,6,0,0
/stress005,Jalisco,1,1,0,1,39,0,4,0,0
/stress005,Uusimaa,1,1,0,1,39,0,6,0,0
/mental-health-resources,California,181,159,53,1.1383647798742100,38.76729559748430,0,952,0,0
/stress013,Colorado,3,3,1,1,38.666666666666700,0,10,0,0
/queer002,Nevada,2,2,1,1,38.5,0,10,0,0
/queer004,Pays de la Loire,2,2,1,1,38.5,0,12,0,0
/queer008,(not set),5,2,0,2.5,38.5,0,15,0,0
/saferbrowsing,Maine,4,4,1,1,38.5,0,20,0,0
/stigma008,New Jersey,2,2,0,1,38.5,0,14,0,0
/stress002,New York,33,31,8,1.064516129032260,38.483870967741900,0,182,0,0
/mental-health-resources,Minnesota,17,15,8,1.1333333333333300,38.46666666666670,0,103,0,0
/lgbt-center-locator,Missouri,13,12,8,1.0833333333333300,38.333333333333300,0,80,0,0
/stigma005,Illinois,4,4,1,1,38.25,0,22,0,0
/stigma003,Massachusetts,7,5,0,1.4,38.2,0,31,0,0
/queer005,Texas,18,15,3,1.2,38.13333333333330,0,71,0,0
/gender001,North Carolina,31,24,3,1.2916666666666700,38.125,0,102,0,0
/about,Canterbury,1,1,0,1,38,0,6,0,0
/gender,Veracruz,3,1,0,3,38,0,13,0,0
/gender004,British Columbia,1,1,0,1,38,0,4,0,0
/gender101,Porto District,0,1,0,0,38,0,4,0,0
/queer002,District of Columbia,3,3,1,1,38,0,18,0,0
/queer010,New Mexico,1,1,1,1,38,0,7,0,0
/queerness,Guatemala Department,3,1,0,3,38,0,9,0,0
/stigma,Ile-de-France,1,1,0,1,38,0,3,0,0
/stigma,Telangana,4,1,0,4,38,0,11,0,0
/stress,St. Andrew Parish,2,1,0,2,38,0,9,0,0
/stress,State of Rio de Janeiro,1,1,0,1,38,0,9,0,0
/stress005,Karnataka,0,1,0,0,38,0,3,0,0
/stress006,Kansas,2,1,0,2,38,0,8,0,0
/stress007,Uusimaa,1,1,0,1,38,0,3,0,0
/stress011,Missouri,1,1,0,1,38,0,5,0,0
/pronouns101,England,14,13,3,1.0769230769230800,37.92307692307690,0,49,0,0
/privacy-policy,Illinois,12,9,3,1.3333333333333300,37.888888888888900,0,53,0,0
/faq,Georgia,8,7,0,1.1428571428571400,37.857142857142900,0,35,0,0
/mental-health-resources,Maryland,18,14,2,1.2857142857142900,37.857142857142900,0,92,0,0
/mental-health-resources,Alberta,4,4,0,1,37.75,0,21,0,0
/stigma006,Massachusetts,4,4,3,1,37.75,0,16,0,0
/stigma009,Arizona,5,4,1,1.25,37.75,0,17,0,0
/gender,Alabama,74,50,19,1.48,37.74,0,284,0,0
/queer002,(not set),3,3,1,1,37.666666666666700,0,16,0,0
/stress,Mexico City,8,6,1,1.3333333333333300,37.666666666666700,0,30,0,0
/stress001,Maine,5,3,0,1.6666666666666700,37.666666666666700,0,24,0,0
/stress,Oregon,128,111,41,1.1531531531531500,37.567567567567600,0,536,0,0
/saferbrowsing,Indiana,11,11,4,1,37.27272727272730,0,60,0,0
/gender002,Massachusetts,21,17,4,1.2352941176470600,37.23529411764710,0,80,0,0
/gender001,Oklahoma,6,6,1,1,37.166666666666700,0,27,0,0
/faq,Canterbury,1,1,0,1,37,0,6,0,0
/gender,Hawke's Bay,1,1,1,1,37,0,4,0,0
/gender,Valencian Community,6,2,0,3,37,0,18,0,0
/gender006,North Dakota,1,1,0,1,37,0,3,0,0
/gender007,Jakarta,1,1,0,1,37,0,2,0,0
/mental-health-resources,Guatemala Department,1,1,0,1,37,0,4,0,0
/pronouns101,Delaware,1,1,1,1,37,0,7,0,0
/queer006,Metro Manila,1,1,0,1,37,0,4,0,0
/sexuality101,Maharashtra,1,1,0,1,37,0,6,0,0
/spreadtheword,Queensland,1,1,0,1,37,0,10,0,0
/stigma,Hessen,1,1,0,1,37,0,5,0,0
/stigma,Scotland,2,1,0,2,37,0,9,0,0
/stress,Borsod-Abauj-Zemplen,3,1,0,3,37,0,12,0,0
/stress,Makkah Province,2,1,0,2,37,0,6,0,0
/stress,Tamil Nadu,2,1,0,2,37,0,8,0,0
/stress001,Vermont,1,1,0,1,37,0,4,0,0
/stress003,Victoria,1,1,0,1,37,0,5,0,0
/stress006,Mugla,1,1,0,1,37,0,4,0,0
/stress010,District of Columbia,1,1,1,1,37,0,4,0,0
/stress013,Rhode Island,1,1,0,1,37,0,4,0,0
/stress010,New York,13,12,3,1.0833333333333300,36.916666666666700,0,58,0,0
/saferbrowsing,Utah,11,9,7,1.2222222222222200,36.888888888888900,0,64,0,0
/stigma001,Virginia,17,13,2,1.3076923076923100,36.84615384615390,0,83,0,0
/stigma003,Virginia,6,6,1,1,36.833333333333300,0,27,0,0
/stress006,Arizona,8,9,2,0.8888888888888890,36.77777777777780,0,39,0,0
/stigma001,Washington,13,13,3,1,36.69230769230770,0,82,0,0
/stress,Scotland,5,3,0,1.6666666666666700,36.666666666666700,0,19,0,0
/spreadtheword,Indiana,14,12,11,1.1666666666666700,36.583333333333300,0,88,0,0
/queer009,Colorado,4,4,0,1,36.5,0,19,0,0
/spreadtheword,Hawaii,2,2,1,1,36.5,0,12,0,0
/stress001,Jalisco,4,2,0,2,36.5,0,26,0,0
/stress005,Pennsylvania,12,11,0,1.0909090909090900,36.45454545454550,0,73,0,0
/stress002,Oregon,13,13,0,1,36.38461538461540,0,71,0,0
/crisis-resources,Vermont,5,3,0,1.6666666666666700,36.333333333333300,0,27,0,0
/stigma001,Missouri,8,7,0,1.1428571428571400,36.285714285714300,0,45,0,0
/crisis-resources,Alberta,1,1,1,1,36,0,6,0,0
/faq,Michigan,6,6,3,1,36,0,34,0,0
/gender,Thuringia,1,1,0,1,36,0,3,0,0
/gender007,Capital Region of Denmark,1,1,0,1,36,0,8,0,0
/lgbt-center-locator,South Australia,1,1,0,1,36,0,6,0,0
/queer002,Vienna,1,1,0,1,36,0,4,0,0
/queer005,Telangana,1,1,0,1,36,0,4,0,0
/queerness,Bourgogne-Franche-Comte,6,3,1,2,36,0,26,0,0
/queerness,Castelo Branco District,1,1,1,1,36,0,7,0,0
/queerness,Lower Saxony,4,1,0,4,36,0,12,0,0
/queerness,North Rhine-Westphalia,3,1,0,3,36,0,9,0,0
/saferbrowsing,Bavaria,1,1,0,1,36,0,5,0,0
/sexuality101,Mississippi,2,2,1,1,36,0,19,0,0
/spreadtheword,North Dakota,1,1,0,1,36,0,6,0,0
/spreadtheword,Vienna,1,1,1,1,36,0,9,0,0
/stigma003,Makkah Province,1,1,0,1,36,0,5,0,0
/stress,Saxony-Anhalt,1,1,1,1,36,0,6,0,0
/stress,Skane County,1,1,1,1,36,0,5,0,0
/stress007,Vilnius County,1,1,0,1,36,0,4,0,0
/stress008,Jalisco,1,1,0,1,36,0,4,0,0
/stress011,Florida,2,2,0,1,36,0,10,0,0
/stress012,Missouri,1,1,0,1,36,0,5,0,0
/stress013,Pennsylvania,2,2,1,1,36,0,10,0,0
/stress002,California,84,75,17,1.12,35.92,0,473,0,0
/crisis-resources,Maryland,29,29,21,1,35.89655172413790,0,135,0,0
/about,Minnesota,9,9,5,1,35.888888888888900,0,43,0,0
/faq,North Carolina,11,8,1,1.375,35.875,0,50,0,0
/pronouns101,District of Columbia,4,4,0,1,35.75,0,16,0,0
/queer003,Georgia,21,15,1,1.4,35.733333333333300,0,69,0,0
/stress008,North Carolina,3,3,1,1,35.666666666666700,0,14,0,0
/stress002,North Carolina,9,8,2,1.125,35.625,0,55,0,0
/about,Florida,16,13,7,1.2307692307692300,35.61538461538460,0,87,0,0
/stress,Tennessee,48,36,11,1.3333333333333300,35.611111111111100,0,183,0,0
/stress006,New York,33,28,8,1.1785714285714300,35.57142857142860,0,148,0,0
/gender005,California,28,23,4,1.2173913043478300,35.52173913043480,0,125,0,0
/queerness,Harju County,3,2,1,1.5,35.5,0,17,0,0
/queerness,Jalisco,8,4,0,2,35.5,0,30,0,0
/stigma,Hawaii,2,2,1,1,35.5,0,9,0,0
/stigma003,Minnesota,4,4,1,1,35.5,0,20,0,0
/stress010,Virginia,3,4,1,0.75,35.5,0,14,0,0
/gender007,Louisiana,3,3,0,1,35.333333333333300,0,11,0,0
/queerness,Saxony,7,3,1,2.3333333333333300,35.333333333333300,0,24,0,0
/about,California,205,177,102,1.1581920903954800,35.163841807909600,0,1052,0,0
/crisis-resources,Pennsylvania,34,23,3,1.4782608695652200,35.08695652173910,0,171,0,0
/about,Georgia,40,38,26,1.0526315789473700,35.026315789473700,0,207,0,0
/,Riau,3,2,1,1.5,35,0,15,0,0
/,State of Rio Grande do Sul,1,1,1,1,35,0,8,0,0
/about,Berlin,4,4,3,1,35,0,21,0,0
/about,England,8,8,2,1,35,0,36,0,0
/crisis-resources,Lombardy,4,3,1,1.3333333333333300,35,0,21,0,0
/faq,District of Columbia,1,1,0,1,35,0,6,0,0
/gender,Harju County,3,1,0,3,35,0,10,0,0
/gender,Pays de la Loire,1,1,1,1,35,0,6,0,0
/gender001,Idaho,3,2,0,1.5,35,0,13,0,0
/gender003,West Virginia,1,1,0,1,35,0,4,0,0
/gender004,Tel Aviv District,1,1,0,1,35,0,4,0,0
/gender007,Istanbul,0,1,0,0,35,0,3,0,0
/mental-health-resources,Mexico City,1,1,0,1,35,0,5,0,0
/queer005,Pennsylvania,4,4,0,1,35,0,13,0,0
/queer005,Wisconsin,1,1,0,1,35,0,4,0,0
/queer008,North Carolina,2,2,0,1,35,0,8,0,0
/queerness,Bogota,2,1,0,2,35,0,4,0,0
/sexuality101,Centre-Val de Loire,1,1,0,1,35,0,6,0,0
/sexuality101,Nairobi County,1,1,0,1,35,0,6,0,0
/spreadtheword,Nevada,1,1,1,1,35,0,7,0,0
/spreadtheword,Wisconsin,6,6,5,1,35,0,40,0,0
/stigma008,New Hampshire,2,1,0,2,35,0,10,0,0
/stress002,New Brunswick,1,1,0,1,35,0,6,0,0
/stress006,Texas,18,15,5,1.2,35,0,80,0,0
/stress013,West Virginia,1,1,0,1,35,0,4,0,0
/about,Arizona,27,24,13,1.125,34.916666666666700,0,150,0,0
/stigma009,Illinois,8,8,4,1,34.875,0,41,0,0
/saferbrowsing,Colorado,27,26,16,1.0384615384615400,34.84615384615390,0,141,0,0
/queerness,North Carolina,141,107,35,1.3177570093457900,34.80373831775700,0,562,0,0
/,Lisbon,5,5,4,1,34.8,0,30,0,0
/mental-health-resources,Queensland,6,5,1,1.2,34.8,0,34,0,0
/queer008,England,7,6,0,1.1666666666666700,34.666666666666700,0,31,0,0
/gender001,Arizona,31,28,8,1.1071428571428600,34.57142857142860,0,126,0,0
/gender,Skane County,2,2,1,1,34.5,0,15,0,0
/gender006,New Brunswick,4,2,0,2,34.5,0,14,0,0
/mental-health-resources,Vermont,2,2,0,1,34.5,0,14,0,0
/spreadtheword,Rhode Island,1,2,1,0.5,34.5,0,6,0,0
/gender101,Central Division,5,5,4,1,34.4,0,18,0,0
/mental-health-resources,New York,63,54,11,1.1666666666666700,34.370370370370400,0,289,0,0
/gender007,North Carolina,3,3,0,1,34.333333333333300,0,16,0,0
/queer005,Arizona,6,6,1,1,34.333333333333300,0,26,0,0
/stress002,(not set),3,3,0,1,34.333333333333300,0,13,0,0
/stress006,Washington,12,9,1,1.3333333333333300,34.333333333333300,0,60,0,0
/stress012,Washington,3,3,0,1,34.333333333333300,0,17,0,0
/queer005,Maryland,4,4,0,1,34.25,0,15,0,0
/queerness,Ile-de-France,7,4,1,1.75,34.25,0,25,0,0
/stress004,Ohio,4,4,0,1,34.25,0,14,0,0
/queer008,Maryland,5,5,2,1,34.2,0,36,0,0
/queer003,Utah,12,12,4,1,34.166666666666700,0,49,0,0
/gender001,Oregon,29,25,3,1.16,34.12,0,116,0,0
/stress001,Ohio,23,17,9,1.3529411764705900,34.11764705882350,0,161,0,0
/,Center District,10,10,9,1,34,0,52,0,0
/,Swietokrzyskie Voivodeship,1,1,1,1,34,0,8,0,0
/faq,Nebraska,0,1,0,0,34,0,2,0,0
/pronouns101,New South Wales,0,1,0,0,34,0,1,0,0
/queer009,Alabama,2,1,0,2,34,0,16,0,0
/queerness,Coahuila,2,1,0,2,34,0,9,0,0
/queerness,South Dakota,2,3,0,0.6666666666666670,34,0,14,0,0
/queerness,State of Ceara,2,1,0,2,34,0,8,0,0
/saferbrowsing,Rhode Island,4,2,0,2,34,0,16,0,0
/sexuality101,Porto District,1,1,0,1,34,0,5,0,0
/stigma,Canterbury,2,1,0,2,34,0,7,0,0
/stigma,Seoul,1,1,0,1,34,0,4,0,0
/stigma001,Telangana,2,1,0,2,34,0,7,0,0
/stress006,Scotland,1,1,0,1,34,0,4,0,0
/stress008,Colorado,3,2,0,1.5,34,0,7,0,0
/stress010,Ontario,2,2,0,1,34,0,7,0,0
/mental-health-resources,Colorado,30,28,10,1.0714285714285700,33.964285714285700,0,158,0,0
/stress,Michigan,152,106,40,1.4339622641509400,33.9622641509434,0,586,0,0
/about,Ohio,21,18,11,1.1666666666666700,33.94444444444440,0,100,0,0
/stress006,Florida,16,16,6,1,33.9375,0,65,0,0
/pronouns101,New Jersey,16,16,6,1,33.875,0,70,0,0
/saferbrowsing,Oklahoma,5,5,4,1,33.8,0,22,0,0
/stress008,Illinois,13,5,0,2.6,33.8,0,46,0,0
/queer008,California,22,22,9,1,33.77272727272730,0,125,0,0
/queer004,Victoria,4,3,1,1.3333333333333300,33.666666666666700,0,16,0,0
/sexuality101,New South Wales,3,3,0,1,33.666666666666700,0,15,0,0
/gender005,Colorado,6,5,1,1.2,33.6,0,23,0,0
/queer001,Lombardy,2,2,1,1,33.5,0,8,0,0
/saferbrowsing,Jalisco,2,2,0,1,33.5,0,10,0,0
/stress001,South Dakota,3,2,0,1.5,33.5,0,11,0,0
/stress003,Wisconsin,2,2,1,1,33.5,0,12,0,0
/stress005,Missouri,2,2,1,1,33.5,0,17,0,0
/whoyouare,Jakarta,1,2,0,0.5,33.5,0,6,0,0
/saferbrowsing,California,141,126,56,1.119047619047620,33.46031746031750,0,699,0,0
/gender007,England,5,5,0,1,33.4,0,21,0,0
/gender,Michigan,182,115,55,1.5826086956521700,33.37391304347830,0,732,0,0
/mental-health-resources,Ohio,13,12,2,1.0833333333333300,33.333333333333300,0,66,0,0
/gender101,District of Columbia,5,4,0,1.25,33.25,0,18,0,0
/queerness,Victoria,18,5,2,3.6,33.2,0,73,0,0
/crisis-resources,Quebec,1,1,0,1,33,0,5,0,0
/faq,Kansas,1,1,0,1,33,0,5,0,0
/gender001,Tunapuna/Piarco Regional Corporation,2,1,0,2,33,0,9,0,0
/gender005,Tennessee,4,4,0,1,33,0,16,0,0
/gender006,Ile-de-France,1,1,0,1,33,0,5,0,0
/gender007,Kentucky,1,1,0,1,33,0,4,0,0
/lgbt-center-locator,Lower Saxony,2,1,0,2,33,0,14,0,0
/mental-health-resources,Nairobi County,1,1,0,1,33,0,5,0,0
/queer001,South Dakota,1,1,0,1,33,0,4,0,0
/queer003,South Australia,1,1,0,1,33,0,5,0,0
/queer005,British Columbia,1,1,0,1,33,0,6,0,0
/queer007,Metro Manila,1,1,0,1,33,0,5,0,0
/saferbrowsing,Arkansas,2,2,1,1,33,0,13,0,0
/sexuality101,Guatemala Department,0,1,0,0,33,0,5,0,0
/stigma007,England,0,1,0,0,33,0,5,0,0
/stigma011,Rhode Island,2,1,0,2,33,0,7,0,0
/stress003,Alberta,1,1,0,1,33,0,5,0,0
/stress010,Maine,1,1,0,1,33,0,5,0,0
/terms,Battambang Province,1,1,0,1,33,0,3,0,0
/whoyouare,Sindh,2,1,0,2,33,0,10,0,0
/about,Indiana,8,7,4,1.1428571428571400,32.857142857142900,0,40,0,0
/stress001,England,8,6,2,1.3333333333333300,32.833333333333300,0,46,0,0
/queer010,Michigan,6,4,0,1.5,32.75,0,20,0,0
/mental-health-resources,Utah,4,3,2,1.3333333333333300,32.666666666666700,0,20,0,0
/gender,New Jersey,97,73,33,1.3287671232876700,32.63013698630140,0,422,0,0
/gender005,Araucania,2,2,2,1,32.5,0,10,0,0
/gender007,Virginia,5,5,2,1,32.4,0,21,0,0
/stress009,Oregon,3,3,0,1,32.333333333333300,0,12,0,0
/mental-health-resources,Illinois,110,83,26,1.3253012048192800,32.27710843373490,0,528,0,0
/gender006,South Carolina,3,4,0,0.75,32.25,0,13,0,0
/mental-health-resources,Virginia,24,24,7,1,32.208333333333300,0,114,0,0
/stress010,Saxony,5,5,5,1,32.2,0,23,0,0
/stress002,Ohio,7,6,2,1.1666666666666700,32.166666666666700,0,47,0,0
/,Central Java,1,1,1,1,32,0,9,0,0
/,Saint Petersburg,1,1,1,1,32,0,5,0,0
/gender,Baghdad Governorate,2,1,0,2,32,0,6,0,0
/gender,Sinaloa,1,1,1,1,32,0,8,0,0
/gender00-1,(not set),1,1,1,1,32,0,4,0,0
/gender002,South Dakota,1,1,0,1,32,0,6,0,0
/gender004,Amman Governorate,1,1,0,1,32,0,8,0,0
/gender011,Bourgogne-Franche-Comte,1,1,0,1,32,0,6,0,0
/gender101,State of Rio de Janeiro,2,2,1,1,32,0,14,0,0
/pronouns101,Andalusia,1,1,0,1,32,0,2,0,0
/pronouns101,Connecticut,3,3,2,1,32,0,13,0,0
/pronouns101,Florida,16,17,2,0.9411764705882350,32,0,73,0,0
/pronouns101,St. Andrew Parish,1,1,0,1,32,0,6,0,0
/queer003,Navarre,1,1,0,1,32,0,3,0,0
/queer003,Tbilisi,1,1,0,1,32,0,7,0,0
/queer004,Tasmania,1,1,0,1,32,0,3,0,0
/queer008,Jalisco,1,1,0,1,32,0,9,0,0
/queer008,Wisconsin,3,3,2,1,32,0,22,0,0
/stigma,Delaware,1,1,0,1,32,0,5,0,0
/stigma001,Piedmont,1,1,0,1,32,0,7,0,0
/stress,British Columbia,8,7,2,1.1428571428571400,32,0,37,0,0
